transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,transaction_time_numeric
2648,1065,2001,3385.5,0,1,33,5,26,2001,1672533847
2649,1058,2086,9893.92,0,2,13,2,28,2086,1672533848
2650,1098,2075,4838.2,1,2,39,0,64,2075,1672533849
2651,1071,2006,9140.4,1,0,46,1,22,2006,1672533850
2652,1036,2013,3440.07,1,0,35,1,58,2013,1672533851
2653,1080,2028,1685.12,1,0,3,5,51,2028,1672533852
2654,1088,2067,5758.68,0,0,13,5,23,2067,1672533853
2655,1079,2001,4042.48,0,3,31,1,40,2001,1672533854
2656,1016,2049,5895.35,1,0,2,2,66,2049,1672533855
2657,1017,2078,8684.66,1,3,14,1,55,2078,1672533856
2658,1013,2067,2230.48,1,0,29,1,40,2067,1672533857
2659,1051,2098,5302.11,1,1,31,0,52,2098,1672533858
2660,1048,2035,7819.01,1,1,14,1,52,2035,1672533859
2661,1044,2063,3706.82,0,2,49,3,22,2063,1672533860
2662,1072,2061,2243.3,0,2,6,2,28,2061,1672533861
2663,1047,2097,9914.38,0,0,10,3,30,2097,1672533862
2664,1097,2044,5049.77,1,3,4,5,45,2044,1672533863
2665,1019,2078,5603.74,0,3,24,4,69,2078,1672533864
2666,1026,2055,3918.28,1,3,36,5,64,2055,1672533865
2667,1078,2044,3664.38,0,0,36,5,53,2044,1672533866
2668,1066,2048,9516.77,0,1,27,1,51,2048,1672533867
2669,1052,2088,4901.42,0,3,37,2,44,2088,1672533868
2670,1065,2044,2635.87,0,3,42,2,42,2044,1672533869
2671,1006,2041,3868.93,0,1,45,0,20,2041,1672533870
2672,1006,2031,8502.72,0,1,20,0,50,2031,1672533871
2673,1005,2047,3250.52,1,3,34,2,60,2047,1672533872
2674,1018,2086,6102.74,0,3,23,3,53,2086,1672533873
2675,1092,2052,7562.32,1,2,14,2,29,2052,1672533874
2676,1043,2049,7732.3,1,1,45,4,32,2049,1672533875
2677,1061,2079,2880.17,1,3,4,2,27,2079,1672533876
2678,1067,2008,2624.45,1,0,30,1,33,2008,1672533877
2679,1059,2046,85.95,0,1,17,5,41,2046,1672533878
2680,1020,2043,3073.13,0,3,34,0,24,2043,1672533879
2681,1078,2013,6235.57,0,3,30,3,22,2013,1672533880
2682,1066,2001,8778.72,0,1,36,3,33,2001,1672533881
2683,1018,2059,8939.73,0,0,5,2,60,2059,1672533882
2684,1042,2090,8245.04,1,0,13,4,55,2090,1672533883
2685,1079,2052,754.35,0,2,17,5,39,2052,1672533884
2686,1041,2093,8325.65,1,3,2,5,63,2093,1672533885
2687,1021,2018,9139.67,1,1,47,3,28,2018,1672533886
2688,1051,2004,5994.02,0,2,38,1,29,2004,1672533887
2689,1079,2078,1656.5,0,0,23,4,38,2078,1672533888
2690,1095,2016,1999.49,1,0,45,2,64,2016,1672533889
2691,1039,2068,8331.92,1,3,42,1,34,2068,1672533890
2692,1076,2036,3342.82,0,3,8,1,54,2036,1672533891
2693,1044,2090,2367.82,0,1,18,4,61,2090,1672533892
2694,1065,2097,7936.58,1,1,1,1,68,2097,1672533893
2695,1066,2032,869.24,1,1,21,1,36,2032,1672533894
2696,1069,2048,3648.59,0,0,4,4,41,2048,1672533895
2697,1063,2058,3951.36,1,0,48,5,46,2058,1672533896
2698,1091,2080,891.19,0,1,5,3,19,2080,1672533897
2699,1073,2088,2943.56,1,2,36,0,31,2088,1672533898
2700,1039,2085,1084.15,1,2,7,2,23,2085,1672533899
2701,1061,2061,8277.72,0,3,16,5,48,2061,1672533900
2702,1003,2066,2030.95,0,1,46,0,43,2066,1672533901
2703,1048,2053,2173.79,1,0,46,0,52,2053,1672533902
2704,1043,2085,1743.36,0,3,25,1,60,2085,1672533903
2705,1087,2025,6197.6,1,2,5,5,24,2025,1672533904
2706,1015,2001,2152.53,1,0,32,0,21,2001,1672533905
2707,1054,2082,4200.64,0,2,3,0,70,2082,1672533906
2708,1075,2042,7281.14,0,2,1,4,70,2042,1672533907
2709,1040,2003,9506.72,1,2,3,1,23,2003,1672533908
2710,1093,2082,982.81,0,0,18,5,66,2082,1672533909
2711,1089,2047,7990.05,0,0,33,5,59,2047,1672533910
2712,1081,2006,4478.8,1,0,23,1,31,2006,1672533911
2713,1004,2095,3180.03,1,3,20,0,28,2095,1672533912
2714,1077,2042,170.41,0,1,47,5,35,2042,1672533913
2715,1061,2087,6211.5,1,3,43,3,48,2087,1672533914
2716,1034,2057,9527.78,1,3,7,3,21,2057,1672533915
2717,1084,2030,1505.37,1,3,47,2,48,2030,1672533916
2718,1100,2078,8643.95,1,1,50,2,30,2078,1672533917
2719,1075,2063,8025.8,1,2,48,0,21,2063,1672533918
2720,1074,2052,2841.95,0,0,9,1,50,2052,1672533919
2721,1030,2095,7699.9,0,3,44,4,24,2095,1672533920
2722,1093,2079,880.5,1,2,13,0,36,2079,1672533921
2723,1007,2011,7765.57,0,2,43,0,23,2011,1672533922
2724,1075,2045,1781.47,0,3,17,0,35,2045,1672533923
2725,1062,2055,3835.49,0,0,33,1,29,2055,1672533924
2726,1022,2061,5296.83,0,3,7,2,32,2061,1672533925
2727,1068,2085,9975.96,0,1,1,5,46,2085,1672533926
2728,1081,2090,6963.83,0,1,47,4,40,2090,1672533927
2729,1093,2013,5241.97,0,1,38,2,46,2013,1672533928
2730,1080,2094,5619.24,0,3,19,0,35,2094,1672533929
2731,1100,2050,6054.67,1,0,44,5,63,2050,1672533930
2732,1049,2038,8350.77,0,0,21,0,39,2038,1672533931
2733,1019,2078,7580.07,0,2,11,5,61,2078,1672533932
2734,1088,2025,77.2,1,2,21,4,35,2025,1672533933
2735,1032,2092,3616.26,1,2,21,5,66,2092,1672533934
2736,1005,2019,2357.75,1,3,16,5,41,2019,1672533935
2737,1074,2067,5147.42,1,1,45,0,59,2067,1672533936
2738,1090,2074,5582.47,1,3,37,5,25,2074,1672533937
2739,1015,2092,7672.19,1,0,25,4,46,2092,1672533938
2740,1025,2065,4027.91,1,1,10,2,66,2065,1672533939
2741,1003,2005,8902.95,1,0,21,1,32,2005,1672533940
2742,1057,2017,9352.39,0,0,24,1,66,2017,1672533941
2743,1041,2064,5578.49,1,0,28,5,59,2064,1672533942
2744,1054,2012,9129.8,1,3,6,5,30,2012,1672533943
2745,1020,2039,7760.83,1,2,18,5,18,2039,1672533944
2746,1053,2087,4166.67,0,2,18,4,22,2087,1672533945
2747,1089,2071,9555.91,1,0,7,3,44,2071,1672533946
2748,1027,2060,8641.7,1,2,10,5,39,2060,1672533947
2749,1053,2022,5839.84,1,2,43,3,62,2022,1672533948
2750,1065,2058,4160.97,1,3,46,1,34,2058,1672533949
2751,1100,2015,7545.36,1,2,49,3,50,2015,1672533950
2752,1079,2062,5393.76,1,3,45,3,47,2062,1672533951
2753,1061,2085,2802.59,0,0,50,0,43,2085,1672533952
2754,1095,2070,8627.3,0,2,47,4,41,2070,1672533953
2755,1094,2031,1390.81,0,3,37,0,46,2031,1672533954
2756,1008,2032,7063.96,1,0,35,2,51,2032,1672533955
2757,1091,2028,5106.98,0,2,29,3,23,2028,1672533956
2758,1018,2022,9831.71,0,3,4,2,41,2022,1672533957
2759,1067,2097,8932.78,1,1,5,4,65,2097,1672533958
2760,1027,2085,2803.34,1,1,4,5,54,2085,1672533959
2761,1072,2090,6325.4,1,3,40,0,22,2090,1672533960
2762,1042,2012,7331.55,1,3,13,3,44,2012,1672533961
2763,1085,2014,4225.43,0,2,43,0,43,2014,1672533962
2764,1062,2056,3643.46,1,1,9,5,68,2056,1672533963
2765,1068,2092,8669.27,1,1,8,2,40,2092,1672533964
2766,1049,2004,7878.2,1,2,22,2,39,2004,1672533965
2767,1041,2021,8417.35,1,0,10,4,58,2021,1672533966
2768,1023,2042,2887.45,0,3,38,4,61,2042,1672533967
2769,1059,2050,5025.29,0,0,17,5,23,2050,1672533968
2770,1069,2099,3052.37,1,3,7,2,68,2099,1672533969
2771,1044,2036,6147.68,1,1,32,1,46,2036,1672533970
2772,1070,2029,1195.39,0,2,28,3,27,2029,1672533971
2773,1046,2093,838.95,1,2,8,0,68,2093,1672533972
2774,1087,2033,6934.87,1,0,8,0,53,2033,1672533973
2775,1099,2086,9854.01,1,3,7,5,42,2086,1672533974
2776,1093,2061,263.7,0,2,20,3,34,2061,1672533975
2777,1088,2086,9326.42,0,0,33,0,27,2086,1672533976
2778,1083,2016,72.51,1,2,15,2,22,2016,1672533977
2779,1089,2086,403.63,1,3,11,1,67,2086,1672533978
2780,1034,2018,1567.87,1,2,17,3,31,2018,1672533979
2781,1079,2069,3075.34,1,2,49,1,45,2069,1672533980
2782,1062,2082,6395.26,0,0,46,2,21,2082,1672533981
2783,1025,2093,5867.45,1,3,3,3,25,2093,1672533982
2784,1032,2063,8785.29,1,2,39,5,48,2063,1672533983
2785,1036,2012,736.75,1,1,26,4,23,2012,1672533984
2786,1072,2089,2371.85,1,0,48,0,37,2089,1672533985
2787,1039,2043,6430.08,0,1,22,3,48,2043,1672533986
2788,1029,2029,8259.92,1,2,49,4,28,2029,1672533987
2789,1039,2074,9912.09,1,2,9,2,29,2074,1672533988
2790,1099,2099,1166.18,1,2,44,1,70,2099,1672533989
2791,1037,2077,3266.53,0,0,27,5,61,2077,1672533990
2792,1091,2009,3180.6,1,0,5,5,26,2009,1672533991
2793,1027,2083,2091.36,1,3,9,5,56,2083,1672533992
2794,1089,2044,3246.53,1,2,8,2,68,2044,1672533993
2795,1091,2049,4810.49,0,1,25,2,62,2049,1672533994
2796,1063,2092,5222.65,0,1,27,1,69,2092,1672533995
2797,1041,2096,6337.84,0,0,46,3,36,2096,1672533996
2798,1062,2095,4262.57,0,0,37,4,39,2095,1672533997
2799,1045,2093,7384.17,1,2,20,0,30,2093,1672533998
2800,1072,2049,6823.13,0,0,34,0,24,2049,1672533999
2801,1093,2084,2846.26,0,2,6,2,54,2084,1672534000
2802,1036,2083,2850.79,0,0,45,1,43,2083,1672534001
2803,1037,2072,5202.89,1,3,41,0,63,2072,1672534002
2804,1016,2056,6172.92,0,2,4,5,69,2056,1672534003
2805,1074,2030,3864.4,0,2,1,2,38,2030,1672534004
2806,1087,2029,6203.42,0,3,5,4,23,2029,1672534005
2807,1070,2034,7170.21,1,1,5,4,42,2034,1672534006
2808,1049,2015,1449.28,1,0,11,5,36,2015,1672534007
2809,1051,2038,9631.32,0,3,46,1,68,2038,1672534008
2810,1045,2012,6906.7,0,0,14,1,36,2012,1672534009
2811,1099,2015,9367.16,1,1,15,4,70,2015,1672534010
2812,1019,2012,4236.49,0,2,45,3,24,2012,1672534011
2813,1038,2044,8989.7,0,2,2,2,53,2044,1672534012
2814,1006,2095,7890.39,1,3,8,2,60,2095,1672534013
2815,1037,2076,7196.41,0,0,27,2,18,2076,1672534014
2816,1092,2025,2933.76,1,3,30,4,68,2025,1672534015
2817,1011,2096,4138.66,0,0,38,4,39,2096,1672534016
2818,1045,2015,7471.53,1,3,25,5,35,2015,1672534017
2819,1057,2074,1306.07,1,0,22,0,18,2074,1672534018
2820,1084,2048,8461.17,1,1,24,4,19,2048,1672534019
2821,1033,2017,9848.05,0,3,41,0,51,2017,1672534020
2822,1096,2041,7039.81,1,0,25,2,38,2041,1672534021
2823,1062,2049,9193.22,1,3,42,4,64,2049,1672534022
2824,1028,2074,2886.25,0,0,30,2,32,2074,1672534023
2825,1026,2095,9497.53,0,3,16,4,51,2095,1672534024
2826,1069,2001,705.24,0,2,12,4,65,2001,1672534025
2827,1035,2040,2192.2,1,2,15,3,69,2040,1672534026
2828,1072,2008,8137.54,0,1,36,3,69,2008,1672534027
2829,1090,2076,7078.58,0,1,47,5,18,2076,1672534028
2830,1035,2069,8079.21,0,2,42,0,60,2069,1672534029
2831,1018,2025,1067.55,1,3,13,0,60,2025,1672534030
2832,1014,2050,1345.92,0,3,25,0,56,2050,1672534031
2833,1079,2055,8365.02,0,3,33,1,35,2055,1672534032
2834,1095,2041,1271.69,1,1,20,5,67,2041,1672534033
2835,1076,2099,6069.73,0,0,7,4,28,2099,1672534034
2836,1031,2047,8787.85,1,0,19,2,19,2047,1672534035
2837,1032,2087,6455.03,0,0,16,4,67,2087,1672534036
2838,1007,2017,6272.85,1,1,20,0,47,2017,1672534037
2839,1086,2067,6244.44,1,2,19,0,66,2067,1672534038
2840,1068,2085,599.26,1,3,26,0,57,2085,1672534039
2841,1029,2078,7385.58,1,3,11,5,43,2078,1672534040
2842,1082,2076,8855.97,0,1,12,4,62,2076,1672534041
2843,1030,2029,5200.71,1,3,33,1,24,2029,1672534042
2844,1007,2014,4159.53,1,1,2,1,62,2014,1672534043
2845,1013,2051,4900.48,1,0,48,4,57,2051,1672534044
2846,1053,2002,2047.53,1,3,32,1,55,2002,1672534045
2847,1043,2069,5531.93,1,3,17,4,20,2069,1672534046
2848,1092,2059,3456.62,0,2,43,0,58,2059,1672534047
2849,1061,2041,5329.81,1,0,39,0,57,2041,1672534048
2850,1013,2019,7671.68,0,0,42,5,47,2019,1672534049
2851,1088,2038,4046.21,0,1,4,2,55,2038,1672534050
2852,1099,2029,7064.61,1,0,21,4,52,2029,1672534051
2853,1018,2064,6654.92,0,1,13,3,68,2064,1672534052
2854,1001,2088,1777.64,1,0,33,4,55,2088,1672534053
2855,1071,2059,1814.85,1,1,44,1,45,2059,1672534054
2856,1021,2019,3507.38,1,2,47,3,39,2019,1672534055
2857,1053,2077,4647.97,1,1,37,2,65,2077,1672534056
2858,1084,2037,2610.8,0,0,50,4,54,2037,1672534057
2859,1061,2019,9733.23,1,0,42,5,62,2019,1672534058
2860,1062,2096,5624.79,0,1,1,4,23,2096,1672534059
2861,1084,2086,2663.65,0,1,22,2,32,2086,1672534060
2862,1026,2090,1365.31,1,1,47,1,24,2090,1672534061
2863,1097,2005,1556.0,0,3,40,3,24,2005,1672534062
2864,1037,2077,5716.48,1,1,24,4,53,2077,1672534063
2865,1042,2041,336.61,1,2,1,2,49,2041,1672534064
2866,1037,2040,1433.03,0,2,40,5,19,2040,1672534065
2867,1083,2065,911.44,0,1,49,3,60,2065,1672534066
2868,1008,2089,8168.51,0,1,47,4,51,2089,1672534067
2869,1099,2016,8550.24,1,3,18,3,47,2016,1672534068
2870,1012,2036,7421.59,1,0,11,2,51,2036,1672534069
2871,1084,2091,3830.3,1,1,34,3,65,2091,1672534070
2872,1074,2074,6580.2,0,0,42,3,22,2074,1672534071
2873,1030,2062,2418.48,1,3,5,3,39,2062,1672534072
2874,1069,2081,1031.48,0,2,28,3,46,2081,1672534073
2875,1095,2028,540.43,0,3,35,4,34,2028,1672534074
2876,1093,2064,8691.61,0,3,15,1,62,2064,1672534075
2877,1005,2038,7185.71,1,3,26,1,55,2038,1672534076
2878,1023,2091,9603.9,1,2,10,1,61,2091,1672534077
2879,1054,2049,6457.75,0,1,22,3,25,2049,1672534078
2880,1023,2008,1763.73,0,2,29,3,45,2008,1672534079
2881,1005,2043,4577.1,0,2,32,0,49,2043,1672534080
2882,1051,2020,2158.53,1,0,12,4,22,2020,1672534081
2883,1064,2092,4434.55,1,2,6,2,45,2092,1672534082
2884,1024,2027,7174.77,1,0,2,3,38,2027,1672534083
2885,1096,2094,2180.53,1,3,45,5,45,2094,1672534084
2886,1038,2029,5649.2,0,0,33,0,48,2029,1672534085
2887,1005,2090,5829.72,0,2,32,4,21,2090,1672534086
2888,1002,2095,1869.62,0,2,12,3,61,2095,1672534087
2889,1039,2007,8380.23,1,0,30,5,54,2007,1672534088
2890,1073,2100,302.37,0,3,19,2,51,2100,1672534089
2891,1078,2023,1826.07,1,1,8,2,45,2023,1672534090
2892,1014,2063,1560.36,1,3,4,1,45,2063,1672534091
2893,1043,2094,9552.38,0,2,24,4,49,2094,1672534092
2894,1037,2051,9097.32,1,1,38,5,69,2051,1672534093
2895,1059,2039,2148.84,1,0,6,1,52,2039,1672534094
2896,1083,2085,4125.28,1,1,23,2,52,2085,1672534095
2897,1070,2021,1720.21,1,1,48,1,39,2021,1672534096
2898,1068,2003,1017.09,1,0,30,1,25,2003,1672534097
2899,1064,2071,4276.73,1,2,37,0,64,2071,1672534098
2900,1018,2051,3276.28,0,1,33,2,45,2051,1672534099
2901,1065,2044,8540.14,1,1,48,5,53,2044,1672534100
2902,1060,2055,762.88,0,0,48,3,29,2055,1672534101
2903,1035,2087,3038.95,1,3,6,0,19,2087,1672534102
2904,1025,2061,5535.83,1,2,24,2,30,2061,1672534103
2905,1015,2045,1447.29,0,3,22,3,53,2045,1672534104
2906,1043,2097,8968.1,0,1,22,4,41,2097,1672534105
2907,1021,2051,3257.77,0,2,6,4,27,2051,1672534106
2908,1094,2051,3643.29,1,1,36,2,59,2051,1672534107
2909,1059,2010,9641.87,1,1,20,3,51,2010,1672534108
2910,1083,2068,7895.62,1,3,38,3,41,2068,1672534109
2911,1033,2094,8558.43,1,1,23,1,47,2094,1672534110
2912,1092,2037,5406.23,0,0,46,3,57,2037,1672534111
2913,1024,2037,3208.83,0,2,24,1,37,2037,1672534112
2914,1002,2090,9397.56,1,0,11,3,69,2090,1672534113
2915,1095,2025,2675.11,1,3,40,5,21,2025,1672534114
2916,1044,2090,1230.34,0,2,28,4,22,2090,1672534115
2917,1038,2071,7250.61,1,0,17,4,39,2071,1672534116
2918,1073,2051,4635.64,0,2,16,0,36,2051,1672534117
2919,1087,2013,7439.16,1,1,41,4,62,2013,1672534118
2920,1097,2017,4936.09,0,1,21,2,23,2017,1672534119
2921,1025,2042,1624.0,0,0,9,3,60,2042,1672534120
2922,1023,2097,3936.89,1,2,9,1,41,2097,1672534121
2923,1079,2075,2478.88,1,2,7,2,19,2075,1672534122
2924,1082,2007,205.41,0,2,31,3,43,2007,1672534123
2925,1052,2091,3332.92,0,3,13,2,50,2091,1672534124
2926,1055,2039,8655.68,1,2,9,4,68,2039,1672534125
2927,1066,2059,5780.31,1,0,36,2,55,2059,1672534126
2928,1042,2084,9531.24,1,2,20,5,53,2084,1672534127
2929,1012,2021,4986.19,1,0,10,2,39,2021,1672534128
2930,1052,2074,7157.75,1,2,17,0,23,2074,1672534129
2931,1086,2018,1173.62,1,1,50,2,24,2018,1672534130
2932,1013,2057,8933.79,1,3,34,5,52,2057,1672534131
2933,1024,2090,6040.04,1,0,31,5,53,2090,1672534132
2934,1018,2062,8480.96,1,2,42,2,59,2062,1672534133
2935,1062,2038,5826.84,0,2,43,2,23,2038,1672534134
2936,1042,2019,36.85,1,1,11,0,23,2019,1672534135
2937,1032,2027,5714.72,0,2,37,5,42,2027,1672534136
2938,1001,2028,4407.02,1,0,35,4,61,2028,1672534137
2939,1034,2096,1629.27,1,3,4,1,68,2096,1672534138
2940,1050,2026,3317.79,1,3,43,3,67,2026,1672534139
2941,1031,2095,6670.54,1,3,11,4,49,2095,1672534140
2942,1058,2084,5963.0,0,0,2,3,52,2084,1672534141
2943,1097,2002,7599.86,1,1,10,3,49,2002,1672534142
2944,1035,2047,9107.53,0,0,40,1,30,2047,1672534143
2945,1043,2093,7190.46,1,1,5,3,35,2093,1672534144
2946,1039,2074,2150.23,1,0,42,3,50,2074,1672534145
2947,1075,2014,7082.11,1,0,30,0,21,2014,1672534146
2948,1093,2087,8176.83,0,1,12,2,53,2087,1672534147
2949,1074,2019,1391.37,1,2,25,3,67,2019,1672534148
2950,1002,2049,9512.85,1,1,21,0,38,2049,1672534149
2951,1034,2055,9458.58,0,1,50,4,25,2055,1672534150
2952,1084,2087,5194.26,0,3,7,5,62,2087,1672534151
2953,1047,2022,1315.38,0,0,42,3,34,2022,1672534152
2954,1089,2008,290.5,1,3,42,1,57,2008,1672534153
2955,1031,2013,6755.45,0,1,16,3,43,2013,1672534154
2956,1008,2046,9721.13,1,1,47,4,44,2046,1672534155
2957,1086,2061,1355.82,1,3,17,0,46,2061,1672534156
2958,1016,2023,3649.43,0,0,10,4,41,2023,1672534157
2959,1060,2007,7294.74,1,0,3,5,47,2007,1672534158
2960,1040,2016,7263.83,0,1,20,3,60,2016,1672534159
2961,1021,2066,552.36,1,0,41,1,24,2066,1672534160
2962,1052,2084,1892.52,0,1,22,3,62,2084,1672534161
2963,1088,2044,386.19,1,1,32,5,42,2044,1672534162
2964,1065,2076,454.21,1,2,34,4,54,2076,1672534163
2965,1091,2056,7612.36,1,1,49,0,38,2056,1672534164
2966,1099,2020,4894.56,0,3,8,3,36,2020,1672534165
2967,1040,2081,8110.22,0,3,16,4,19,2081,1672534166
2968,1089,2093,6863.29,0,2,7,2,26,2093,1672534167
2969,1016,2052,4661.36,0,0,19,1,30,2052,1672534168
2970,1082,2032,5039.57,0,3,24,0,24,2032,1672534169
2971,1038,2005,8637.59,1,0,49,1,68,2005,1672534170
2972,1048,2016,4389.32,1,1,25,0,30,2016,1672534171
2973,1079,2031,6839.14,1,2,9,5,66,2031,1672534172
2974,1029,2051,6936.26,1,1,47,3,64,2051,1672534173
2975,1029,2063,7223.22,0,3,24,5,36,2063,1672534174
2976,1018,2039,8786.37,1,3,15,5,29,2039,1672534175
2977,1062,2089,6676.81,1,3,4,2,61,2089,1672534176
2978,1020,2077,3580.07,0,0,14,3,42,2077,1672534177
2979,1059,2023,2375.59,0,3,4,4,53,2023,1672534178
2980,1096,2084,5354.55,1,1,9,1,30,2084,1672534179
2981,1078,2096,9243.78,1,0,18,1,57,2096,1672534180
2982,1048,2049,7988.93,0,1,5,2,59,2049,1672534181
2983,1054,2100,9226.25,0,0,15,4,67,2100,1672534182
2984,1090,2089,7905.46,1,2,2,4,60,2089,1672534183
2985,1071,2086,8137.97,1,3,1,4,42,2086,1672534184
2986,1061,2085,413.97,1,1,8,3,55,2085,1672534185
2987,1097,2012,183.2,1,2,8,0,57,2012,1672534186
2988,1069,2100,9780.12,1,3,14,5,40,2100,1672534187
2989,1086,2060,2370.51,1,1,5,0,47,2060,1672534188
2990,1028,2084,3884.63,0,1,19,4,24,2084,1672534189
2991,1098,2049,829.28,0,3,28,1,32,2049,1672534190
2992,1032,2036,5730.93,1,1,20,2,70,2036,1672534191
2993,1088,2081,7944.54,1,3,20,3,58,2081,1672534192
2994,1097,2084,3214.13,1,1,12,1,58,2084,1672534193
2995,1077,2057,4607.55,1,0,6,0,57,2057,1672534194
2996,1011,2048,3475.41,0,1,19,3,70,2048,1672534195
2997,1068,2002,8719.53,1,2,16,2,40,2002,1672534196
2998,1058,2016,9541.4,1,2,30,5,47,2016,1672534197
2999,1068,2015,8721.35,1,1,42,4,19,2015,1672534198
3000,1091,2011,5709.46,1,2,31,5,20,2011,1672534199
3001,1047,2016,9286.09,0,0,33,0,24,2016,1672534200
3002,1010,2063,944.76,1,3,44,0,45,2063,1672534201
3003,1073,2083,7791.66,0,3,44,4,53,2083,1672534202
3004,1015,2086,6432.69,0,3,2,0,36,2086,1672534203
3005,1008,2066,1683.13,0,0,24,1,40,2066,1672534204
3006,1071,2029,9269.35,1,0,22,5,22,2029,1672534205
3007,1065,2003,9418.86,1,1,43,4,58,2003,1672534206
3008,1026,2076,7495.29,1,1,40,3,27,2076,1672534207
3009,1074,2074,6643.44,0,1,9,4,28,2074,1672534208
3010,1069,2074,933.83,1,3,48,0,64,2074,1672534209
3011,1020,2062,1996.41,1,2,9,4,35,2062,1672534210
3012,1022,2036,2779.07,1,1,31,2,58,2036,1672534211
3013,1042,2089,8679.89,1,0,31,1,21,2089,1672534212
3014,1067,2096,5118.7,1,1,2,1,29,2096,1672534213
3015,1057,2013,576.32,0,2,43,0,32,2013,1672534214
3016,1015,2076,8234.26,1,3,9,5,51,2076,1672534215
3017,1088,2024,9117.43,1,2,28,5,66,2024,1672534216
3018,1027,2050,5769.73,0,3,4,1,46,2050,1672534217
3019,1092,2062,9921.86,0,2,48,5,69,2062,1672534218
3020,1075,2083,835.65,1,1,20,1,52,2083,1672534219
3021,1063,2090,6870.87,0,0,37,2,57,2090,1672534220
3022,1012,2056,5003.65,0,2,30,1,61,2056,1672534221
3023,1066,2039,6090.89,1,0,26,3,30,2039,1672534222
3024,1058,2074,1160.55,0,3,40,0,20,2074,1672534223
3025,1008,2017,3984.22,0,1,42,1,30,2017,1672534224
3026,1059,2013,6336.57,0,3,31,1,52,2013,1672534225
3027,1017,2042,7320.24,1,0,40,0,25,2042,1672534226
3028,1066,2009,1164.44,1,3,38,2,36,2009,1672534227
3029,1054,2092,1582.47,0,0,48,3,64,2092,1672534228
3030,1059,2069,8668.64,1,0,34,2,47,2069,1672534229
3031,1073,2024,9240.64,0,0,29,5,43,2024,1672534230
3032,1008,2052,9601.54,1,2,45,4,70,2052,1672534231
3033,1072,2090,4107.01,0,1,12,4,21,2090,1672534232
3034,1060,2003,7529.07,1,2,23,5,35,2003,1672534233
3035,1087,2051,1404.95,1,3,26,0,18,2051,1672534234
3036,1040,2072,1160.51,1,0,43,1,54,2072,1672534235
3037,1093,2069,7716.06,0,2,38,5,43,2069,1672534236
3038,1003,2068,6737.64,1,1,28,3,62,2068,1672534237
3039,1051,2063,1168.18,1,1,42,0,29,2063,1672534238
3040,1033,2009,3831.99,1,2,50,5,65,2009,1672534239
3041,1001,2067,1054.01,0,3,20,4,45,2067,1672534240
3042,1096,2075,9133.72,1,0,5,1,27,2075,1672534241
3043,1028,2069,428.09,0,0,5,0,54,2069,1672534242
3044,1075,2092,6178.9,1,1,14,5,28,2092,1672534243
3045,1010,2084,328.85,1,1,23,1,27,2084,1672534244
3046,1006,2016,1368.51,1,3,1,4,40,2016,1672534245
3047,1055,2097,3435.96,0,1,29,4,67,2097,1672534246
3048,1045,2097,7428.37,0,3,45,2,54,2097,1672534247
3049,1090,2027,5296.26,1,1,28,1,68,2027,1672534248
3050,1009,2085,4381.99,1,0,19,1,63,2085,1672534249
3051,1070,2016,2494.25,1,0,40,0,40,2016,1672534250
3052,1008,2024,9255.58,1,3,40,4,30,2024,1672534251
3053,1009,2077,7470.26,0,0,25,0,46,2077,1672534252
3054,1061,2089,2148.75,0,0,29,1,45,2089,1672534253
3055,1005,2024,2943.19,1,3,11,5,28,2024,1672534254
3056,1037,2001,1932.52,0,3,45,0,25,2001,1672534255
3057,1053,2072,3809.03,0,3,29,1,18,2072,1672534256
3058,1024,2058,2091.94,1,0,46,3,64,2058,1672534257
3059,1099,2041,143.96,0,3,26,3,54,2041,1672534258
3060,1018,2016,1796.59,0,1,13,4,53,2016,1672534259
3061,1099,2006,6509.76,0,0,14,2,41,2006,1672534260
3062,1083,2017,6654.79,1,1,37,2,30,2017,1672534261
3063,1094,2074,3021.64,1,3,27,0,29,2074,1672534262
3064,1083,2027,5214.72,0,2,33,4,63,2027,1672534263
3065,1054,2084,1504.82,0,2,2,2,46,2084,1672534264
3066,1048,2021,7852.16,0,3,3,2,26,2021,1672534265
3067,1049,2012,1769.61,1,3,29,2,46,2012,1672534266
3068,1058,2072,910.1,0,1,8,4,69,2072,1672534267
3069,1049,2033,236.87,1,0,7,5,26,2033,1672534268
3070,1049,2097,5588.28,1,3,40,5,69,2097,1672534269
3071,1011,2005,3953.89,1,1,19,0,20,2005,1672534270
3072,1088,2011,5252.92,0,1,32,2,45,2011,1672534271
3073,1085,2016,9220.07,1,2,21,4,43,2016,1672534272
3074,1070,2065,8599.84,1,1,4,2,47,2065,1672534273
3075,1018,2039,5768.53,0,2,43,0,41,2039,1672534274
3076,1084,2047,3273.13,1,2,50,4,35,2047,1672534275
3077,1045,2070,1355.0,1,0,23,4,55,2070,1672534276
3078,1016,2022,5967.27,0,0,41,2,59,2022,1672534277
3079,1023,2055,3762.01,1,2,12,1,18,2055,1672534278
3080,1069,2085,180.98,0,1,9,0,41,2085,1672534279
3081,1051,2001,8234.15,0,2,3,1,54,2001,1672534280
3082,1068,2032,1944.6,1,0,7,1,49,2032,1672534281
3083,1017,2039,8470.26,0,0,5,1,31,2039,1672534282
